Passengerid,Age,Sex,num_siblings,Pclass,Embarked,Survived
1008,28,0,0,3,0,0
1009,1,1,1,3,2,0
1010,36,0,0,1,0,0
1011,29,1,1,2,2,0
1012,12,1,0,2,2,0
1013,28,0,1,3,1,0
1014,35,1,1,1,0,0
1015,28,0,0,3,2,0
1016,28,0,0,3,1,0
1017,17,1,0,3,2,0
1018,22,0,0,3,2,0
1019,28,1,2,3,1,0
1020,42,0,0,2,2,0
1021,24,0,0,3,2,0
1022,32,0,0,3,2,0
1023,53,0,0,1,0,0
1024,28,1,0,3,2,0
1025,28,0,1,3,0,0
1026,43,0,0,3,2,0
1027,24,0,0,3,2,0
1028,27,0,0,3,0,0
1029,26,0,0,2,2,0
1030,23,1,0,3,2,0
1031,40,0,1,3,2,0
1032,10,1,5,3,2,0
1033,33,1,0,1,2,0
1034,61,0,1,1,0,0
1035,28,0,0,2,2,0
1036,42,0,0,1,2,0
1037,31,0,3,3,2,0
1038,28,0,0,1,2,0
1039,22,0,0,3,2,0
1040,28,0,0,1,2,0
1041,30,0,1,2,2,0
1042,23,1,0,1,0,0
1043,28,0,0,3,0,0
1044,61,0,0,3,2,0
1045,36,1,0,3,2,0
1046,13,0,4,3,2,0
1047,24,0,0,3,2,0
1048,29,1,0,1,2,0
1049,23,1,0,3,2,0
1050,42,0,0,1,2,0
1051,26,1,0,3,2,0
1052,28,1,0,3,1,0
1053,7,0,1,3,0,0
1054,26,1,0,2,2,0
1055,28,0,0,3,2,0
1056,41,0,0,2,2,0
1057,26,1,1,3,2,0
1058,48,0,0,1,0,0
1059,18,0,2,3,2,0
1060,28,1,0,1,0,0
1061,22,1,0,3,2,0
1062,28,0,0,3,2,0
1063,27,0,0,3,0,0
1064,23,0,1,3,2,0
1065,28,0,0,3,0,0
1066,40,0,1,3,2,0
1067,15,1,0,2,2,0
1068,20,1,0,2,2,0
1069,54,0,1,1,0,0
1070,36,1,0,2,2,0
1071,64,1,0,1,0,0
1072,30,0,0,2,2,0
1073,37,0,1,1,0,0
1074,18,1,1,1,2,0
1075,28,0,0,3,1,0
1076,27,1,1,1,0,0
1077,40,0,0,2,2,0
1078,21,1,0,2,2,0
1079,17,0,2,3,2,0
1080,28,1,8,3,2,0
1081,40,0,0,2,2,0
1082,34,0,1,2,2,0
1083,28,0,0,1,2,0
1084,12,0,1,3,2,0
1085,61,0,0,2,1,0
1086,8,0,0,2,2,0
1087,33,0,0,3,2,0
1088,6,0,0,1,0,0
1089,18,1,0,3,2,0
1090,23,0,0,2,2,0
1091,28,1,0,3,2,0
1092,28,1,0,3,1,0
1093,0,0,0,3,2,0
1094,47,0,1,1,0,0
1095,8,1,1,2,2,0
1096,25,0,0,2,2,0
1097,28,0,0,1,0,0
1098,35,1,0,3,1,0
1099,24,0,0,2,2,0
1100,33,1,0,1,0,0
1101,25,0,0,3,2,0
1102,32,0,0,3,2,0
1103,28,0,0,3,2,0
1104,17,0,0,2,2,0
1105,60,1,1,2,2,0
1106,38,1,4,3,2,0
1107,42,0,0,1,2,0
1108,28,1,0,3,1,0
1109,57,0,1,1,2,0
1110,50,1,1,1,0,0
1111,28,0,0,3,2,0
1112,30,1,1,2,0,0
1113,21,0,0,3,2,0
1114,22,1,0,2,2,0
1115,21,0,0,3,2,0
1116,53,1,0,1,0,0
1117,28,1,0,3,0,0
1118,23,0,0,3,2,0
1119,28,1,0,3,1,0
1120,41,0,0,3,2,0
1121,36,0,0,2,2,0
1122,14,0,0,2,2,0
1123,21,1,0,1,2,0
1124,21,0,1,3,2,0
1125,28,0,0,3,1,0
1126,39,0,1,1,0,0
1127,20,0,0,3,2,0
1128,64,0,1,1,0,0
1129,20,0,0,3,0,0
1130,18,1,1,2,2,0
1131,48,1,1,1,0,0
1132,55,1,0,1,0,0
1133,45,1,0,2,2,0
1134,45,0,1,1,0,0
1135,28,0,0,3,2,0
1136,28,0,1,3,2,0
1137,41,0,1,1,2,0
1138,22,1,0,2,2,0
1139,42,0,1,2,2,0
1140,29,1,1,2,2,0
1141,28,1,1,3,0,0
1142,1,1,1,2,2,0
1143,20,0,0,3,2,0
1144,27,0,1,1,0,0
1145,24,0,0,3,2,0
1146,33,0,0,3,2,0
1147,28,0,0,3,2,0
1148,28,0,0,3,1,0
1149,28,0,0,3,2,0
1150,19,1,0,2,2,0
1151,21,0,0,3,2,0
1152,37,0,1,3,2,0
1153,21,0,0,3,2,0
1154,29,1,0,2,2,0
1155,1,1,1,3,2,0
1156,30,0,0,2,0,0
1157,28,0,0,3,2,0
1158,28,0,0,1,2,0
1159,28,0,0,3,2,0
1160,28,1,0,3,2,0
1161,17,0,0,3,2,0
1162,46,0,0,1,0,0
1163,28,0,0,3,1,0
1164,26,1,1,1,0,0
1165,28,1,1,3,1,0
1166,28,0,0,3,0,0
1167,20,1,1,2,2,0
1168,28,0,0,2,2,0
1169,40,0,1,2,2,0
1170,30,0,1,2,2,0
1171,22,0,0,2,2,0
1172,23,1,0,3,2,0
1173,1,0,1,3,2,0
1174,28,1,0,3,1,0
1175,9,1,1,3,0,0
1176,2,1,1,3,2,0
1177,36,0,0,3,2,0
1178,28,0,0,3,2,0
1179,24,0,1,1,2,0
1180,28,0,0,3,0,0
1181,28,0,0,3,2,0
1182,28,0,0,1,2,0
1183,30,1,0,3,1,0
1184,28,0,0,3,0,0
1185,53,0,1,1,2,0
1186,36,0,0,3,2,0
1187,26,0,0,3,2,0
1188,1,1,1,2,0,0
1189,28,0,2,3,0,0
1190,30,0,0,1,2,0
1191,29,0,0,3,2,0
1192,32,0,0,3,2,0
1193,28,0,0,2,0,0
1194,43,0,0,2,2,0
1195,24,0,0,3,2,0
1196,28,1,0,3,1,0
1197,64,1,1,1,2,0
1198,30,0,1,1,2,0
1199,1,0,0,3,2,0
1200,55,0,1,1,2,0
1201,45,1,1,3,2,0
1202,18,0,0,3,2,0
1203,22,0,0,3,0,0
1204,28,0,0,3,2,0
1205,37,1,0,3,1,0
1206,55,1,0,1,0,0
1207,17,1,0,3,1,0
1208,57,0,1,1,0,0
1209,19,0,0,2,2,0
1210,27,0,0,3,2,0
1211,22,0,2,2,2,0
1212,26,0,0,3,2,0
1213,25,0,0,3,0,0
1214,26,0,0,2,2,0
1215,33,0,0,1,2,0
1216,39,1,0,1,2,0
1217,23,0,0,3,2,0
1218,12,1,2,2,2,0
1219,46,0,0,1,0,0
1220,29,0,1,2,2,0
1221,21,0,0,2,2,0
1222,48,1,0,2,2,0
1223,39,0,0,1,0,0
1224,28,0,0,3,0,0
1225,19,1,1,3,0,0
1226,27,0,0,3,2,0
1227,30,0,0,1,2,0
1228,32,0,0,2,2,0
1229,39,0,0,3,0,0
1230,25,0,0,2,2,0
1231,28,0,0,3,0,0
1232,18,0,0,2,2,0
1233,32,0,0,3,2,0
1234,28,0,1,3,2,0
1235,58,1,0,1,0,0
1236,28,0,1,3,2,0
1237,16,1,0,3,2,0
1238,26,0,0,2,2,0
1239,38,1,0,3,0,0
1240,24,0,0,2,2,0
1241,31,1,0,2,2,0
1242,45,1,0,1,0,0
1243,25,0,0,2,2,0
1244,18,0,0,2,2,0
1245,49,0,1,2,2,0
1246,0,1,1,3,2,0
1247,50,0,0,1,2,0
1248,59,1,2,1,2,0
1249,28,0,0,3,2,0
1250,28,0,0,3,1,0
1251,30,1,1,3,2,0
1252,15,0,8,3,2,0
1253,24,1,1,2,0,0
1254,31,1,0,2,2,0
1255,27,0,0,3,2,0
1256,25,1,1,1,0,0
1257,28,1,1,3,2,0
1258,28,0,1,3,0,0
1259,22,1,0,3,2,0
1260,45,1,0,1,0,0
1261,29,0,0,2,0,0
1262,21,0,1,2,2,0
1263,31,1,0,1,0,0
1264,49,0,0,1,2,0
1265,44,0,0,2,2,0
1266,54,1,1,1,2,0
1267,45,1,0,1,0,0
1268,22,1,2,3,2,0
1269,21,0,0,2,2,0
1270,55,0,0,1,2,0
1271,5,0,4,3,2,0
1272,28,0,0,3,1,0
1273,26,0,0,3,1,0
1274,28,1,0,3,2,0
1275,19,1,1,3,2,0
1276,28,0,0,2,2,0
1277,24,1,1,2,2,0
1278,24,0,0,3,2,0
1279,57,0,0,2,2,0
1280,21,0,0,3,1,0
1281,6,0,3,3,2,0
1282,23,0,0,1,2,0
1283,51,1,0,1,2,0
1284,13,0,0,3,2,0
1285,47,0,0,2,2,0
1286,29,0,3,3,2,0
1287,18,1,1,1,2,0
1288,24,0,0,3,1,0
1289,48,1,1,1,0,0
1290,22,0,0,3,2,0
1291,31,0,0,3,1,0
1292,30,1,0,1,2,0
1293,38,0,1,2,2,0
1294,22,1,0,1,0,0
1295,17,0,0,1,2,0
1296,43,0,1,1,0,0
1297,20,0,0,2,0,0
1298,23,0,1,2,2,0
1299,50,0,1,1,0,0
1300,28,1,0,3,1,0
1301,3,1,1,3,2,0
1302,28,1,0,3,1,0
1303,37,1,1,1,1,0
1304,28,1,0,3,2,0
1305,28,0,0,3,2,0
1306,39,1,0,1,0,0
1307,39,0,0,3,2,0
1308,28,0,0,3,2,0
1309,28,0,1,3,0,0
